#Sección,Descripción Sección,Dirección General,Descripción Dirección General,Grupo de Función,Descripción Grupo,Función,Descripción Función,Programa,Descripción Programa,Capítulo,Descripción Capítulo,Artículo,Descripción Artículo,Concepto,Descripción Concepto,Subconcepto,Descripción Subconcepto,Obligado
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,45129.13
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,15983.43
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13002,Sueldos del grupo III,60452.77
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13003,Sueldos del grupo IV,331726.7
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13004,Sueldos del grupo V,20795.24
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13008,Antigüedad,118533.42
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13009,Sustituciones. Ret. básic,30324.21
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13101,Complementos específicos,83094.69
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13102,Otros complementos,59893.11
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13109,Sustituciones. Ret. compl,13795.73
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13148,Complemento por Incapacidad Temporal,526.48
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),132,Retrib bás laboral event,13200,Retribuciones básicas,13317.77
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),132,Retrib bás laboral event,13208,Antigüedad,123.33
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),132,Retrib bás laboral event,13210,Retribuciones complementa,7063.3
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,901390.25
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,87031.2
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,411B,GESTIÓN Y ADMINISTRACIÓN SANITARIA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",163,Gastos y presta laborales,16305,Acción social,51.42
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,9864244.06
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",168,Gtos y prest soci inst sa,16800,Formación del personal,583044.16
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",168,Gtos y prest soci inst sa,16807,Prestaciones incapacidad temporal. Pago,171738.39
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",168,Gtos y prest soci inst sa,16808,Prestaciones incapacidad temporal. A car,46049.72
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",168,Gtos y prest soci inst sa,16810,Formación del personal con facturación,3640.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,189,Personal en formación en ciencias de la,18900,Sueldos Subgrupo A1 y Grupo A,12035871.1
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,189,Personal en formación en ciencias de la,18910,Sueldos Subgrupo A2 y Grupo B,891953.48
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,189,Personal en formación en ciencias de la,18930,Complemento atención continuada. Pers sa,15312938.15
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,189,Personal en formación en ciencias de la,18931,Complemento atención continuada. Pers sa,455553.59
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,189,Personal en formación en ciencias de la,18948,Complemento por Incapacidad Temporal,10637.72
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,189,Personal en formación en ciencias de la,18949,Otros complementos. Grado de formación,1928684.55
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,189,Personal en formación en ciencias de la,18950,Antigüedad,10848.03
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",204543.04
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22609,Otros,20.0
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412C,SELECCIÓN Y FORMACIÓN DEL PERSONAL SANIT,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22616,"Reuniones, conferencias y cursos con fac",288304.12
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,14824.22
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,5770.82
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,8195.29
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,13247.06
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,25503.18
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,5843.26
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,110.97
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,15,INCENTIVOS AL RENDIMIENTO,151,Gratificaciones,15100,Gratificaciones,111736.31
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,15,INCENTIVOS AL RENDIMIENTO,152,Incen rend instit sanitar,15200,Productividad Tipo I,117694556.14
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,15,INCENTIVOS AL RENDIMIENTO,152,Incen rend instit sanitar,15210,Productividad Tipo II,4836560.05
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,15,INCENTIVOS AL RENDIMIENTO,152,Incen rend instit sanitar,15220,Productividad Tipo III,7938273.6
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,15,INCENTIVOS AL RENDIMIENTO,152,Incen rend instit sanitar,15290,Otros incentiv rendimient,1766097.09
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,225235322.89
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,2115.37
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",168,Gtos y prest soci inst sa,16800,Formación del personal,204192.55
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",168,Gtos y prest soci inst sa,16807,Prestaciones incapacidad temporal. Pago,25200821.87
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",168,Gtos y prest soci inst sa,16808,Prestaciones incapacidad temporal. A car,2827544.7
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",168,Gtos y prest soci inst sa,16820,Transporte del personal,76481.91
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",168,Gtos y prest soci inst sa,16840,Acción social,42255.49
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",168,Gtos y prest soci inst sa,16890,Otros,1167441.2
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,180,"Retrib basicas fun, est y",18000,Sueldo Gru A1y A excp per,80981792.37
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,180,"Retrib basicas fun, est y",18001,Sueldo Gru A1y A Pers cup,1124.04
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,180,"Retrib basicas fun, est y",18010,Sueldo Gr A2 y B.exc p cu,95385317.37
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,180,"Retrib basicas fun, est y",18020,Sueldos del Grupo C1 y C,12396876.91
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,180,"Retrib basicas fun, est y",18030,Sueldos del Grupo C2 y D,49856962.45
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,180,"Retrib basicas fun, est y",18040,Sueldo agrup profe y Gr E,16043250.05
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,180,"Retrib basicas fun, est y",18050,Antigüedad,59515005.4
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,181,"Ret comp fun, est y nolab",18100,Complemento de destino,134880884.15
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,181,"Ret comp fun, est y nolab",18110,Comp espec Per no sanitar,16079171.57
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,181,"Ret comp fun, est y nolab",18111,Comp espec Per facultativ,53974184.91
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,181,"Ret comp fun, est y nolab",18112,Comp espec Per san no fac,34051231.79
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,181,"Ret comp fun, est y nolab",18113,Comp espec turn san n fac,3679067.8
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,181,"Ret comp fun, est y nolab",18114,Comp espec turn no sanita,730534.8
61,SERVICIO DE SALUD DE CASTILLA-LA MANCHA,6103,DIRECCIÓN GENERAL DE ASISTENCIA SANITARI,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,41,SANIDAD,412D,ATENCIÓN INTEGRADA DE LA SALUD,1,GASTOS DE PERSONAL,18,PERSONAL INST SANITARIAS,181,"Ret comp fun, est y nolab",18130,Comp atencion cont. PSF,71013066.55
