#Sección,b,Dirección General,d,Grupo de Función,f,Función,h,Programa,j,Capítulo,l,Artículo,n,o,Concepto,Subconcepto,r,Obligado
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",163,Gastos y presta laborales,16306,Seguros,
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CÁNONES,205,Mobiliario y enseres,20500,Mobiliario y enseres,1095.72
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",212,Edif y otras construccion,21200,Edif y otras construccion,
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",213,"Maquin, instal y utillaje",21300,"Maquin, instal y utillaje",
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",215,Mobiliario y enseres,21500,Mobiliario y enseres,533.03
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",216,Equip procesos informac,21600,Equip procesos informac,
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22000,Ordinario no inventariabl,1528.13
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22001,"Prensa, revistas, libros",4050.04
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22002,Material informát no inv,2768.78
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22109,Otros suministros,674.7
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",222,Comunicaciones,22200,Telefónicas,4625.24
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",222,Comunicaciones,22201,Postales,4.67
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22602,Divulgación y campañas institucionales,
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",232239.29
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22611,Compensación gastos de representación,453.03
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22615,Otras actuaciones de divulgación y promo,
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22650,Cuotas de asociación,5877.28
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22700,Limpieza y aseo,425.85
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22703,Postales,7.9
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22706,Estudios y trabajos técn,90080.99
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22782,Serv carácter informático,7588.71
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23001,A personal laboral,17709.05
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,475,En mat prom sect producti,47573,Organizac activ feriales,504919.09
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,4,TRANSFERENCIAS CORRIENTES,47,A EMPRESAS PRIVADAS,475,En mat prom sect producti,47590,Subvenciones y ayudas en especie,1179.75
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INST. SFL,480,A familias e instit sfl,48000,A familias e instit sfl,10240.88
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INST. SFL,480,A familias e instit sfl,48005,A CECAM,9600.0
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INST. SFL,480,A familias e instit sfl,48008,Consejo Reg Cámaras Comer,
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INST. SFL,480,A familias e instit sfl,48040,A Cooperativas Agroalimentarias de CLM,
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIEN,623,Mobiliario y enseres,62300,Mobiliario y enseres,
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIEN,624,Equipos para procesos de información,62400,Equip procesos informa,
55,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,5501,INSTITUTO DE PROMOCIÓN EXTERIOR DE C-LM,7,REGULACIÓN ECONÓMICA DE SECTORES PRODUCT,75,"TURISMO, COMERCIO Y ARTESANÍA",751B,PROMOCIÓN EXTERIOR,6,INVERSIONES REALES,64,INVERSIÓN NUEVA DE CARÁCTER INMATERIAL,640,Inversión nueva de inmovilizado inmateri,64003,Aplicaciones informática,
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retr bás y ot rem alt car,10000,Retribuciones básicas,35640.26
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,77946.67
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,5852.92
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,9914.4
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,20330.57
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,57805.11
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,111738.84
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,1.14
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,861.87
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,80975.12
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,2.12
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22002,Material informát no inv,72.6
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22601,Atenc protocol y represen,880.0
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22602,Divulgación y campañas institucionales,141202.81
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22610,Indemnizaciones stcs y resoluciones adm,6664.76
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22706,Estudios y trabajos técn,
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23000,A personal funcionario,
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,4,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTE,44,MEDIO AMBIENTE Y BIENESTAR COMUNITARIO,441B,COORDINACIÓN HIDROLÓGICA,8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,821,A largo plazo,82100,A personal funcionario,
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,512A,CREACIÓN DE INFRAESTRUCTURAS HIDRÁULICAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,84783.22
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,512A,CREACIÓN DE INFRAESTRUCTURAS HIDRÁULICAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,49986.27
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,512A,CREACIÓN DE INFRAESTRUCTURAS HIDRÁULICAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,5853.38
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,512A,CREACIÓN DE INFRAESTRUCTURAS HIDRÁULICAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,13283.73
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,512A,CREACIÓN DE INFRAESTRUCTURAS HIDRÁULICAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12007,Func interinos temporales,31119.67
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,512A,CREACIÓN DE INFRAESTRUCTURAS HIDRÁULICAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,42290.68
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,512A,CREACIÓN DE INFRAESTRUCTURAS HIDRÁULICAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,99614.92
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,512A,CREACIÓN DE INFRAESTRUCTURAS HIDRÁULICAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,196929.74
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,512A,CREACIÓN DE INFRAESTRUCTURAS HIDRÁULICAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,2271.68
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,512A,CREACIÓN DE INFRAESTRUCTURAS HIDRÁULICAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12107,Funcionarios interinos para programas te,35711.04
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,512A,CREACIÓN DE INFRAESTRUCTURAS HIDRÁULICAS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,4842.6
56,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5601,AGENCIA DEL AGUA DE CASTILLA-LA MANCHA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,51,INFRAESTRUCTURAS BÁSICAS Y TRANSPORTES,512A,CREACIÓN DE INFRAESTRUCTURAS HIDRÁULICAS,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13002,Sueldos del grupo III,17.12
